Network,T_value,Epidemic_size(%),SD,SE,Epidemic_duration,SD,SE
2,0.11,14.0943506115,4.1453604308,0.4124787795,11.9405940594,5.7657606338,0.5737146261
3,0.11,97.0986978216,2.1997778605,0.1079828482,34.5710843373,6.4160290636,0.3149504797
4,0.11,98.7984801287,1.0243180164,0.0485028638,32.2421524664,6.0126636788,0.2847078769
5,0.11,98.0473602484,1.2372705009,0.0584555366,32.8415178571,6.0624995891,0.2864261828
6,0.11,50.7971014493,23.5690871012,1.4186923286,25.981884058,11.0021258519,0.6622501532
7,0.11,89.1140140407,12.5489277234,0.6795625361,34.715542522,8.1965244807,0.4438666862
8,0.11,97.5101244938,1.4038028009,0.0660293295,33.1128318584,6.1275609736,0.288216224
9,0.11,74.8555320648,14.0228201859,0.7719308455,29.5878787879,8.6434335761,0.4758053587
10,0.11,20.2736318408,12.3908067046,0.8739801186,13.1940298507,8.6930614625,0.6131612791
11,0.11,0,0,0,0,0,0
12,0.11,0,0,0,0,0,0
13,0.11,0,0,0,0,0,0
14,0.11,13.6595310907,3.7273201425,0.3570125206,11.9174311927,6.5021216585,0.6227903034
15,0.11,16.4796633941,5.8242776418,1.2144458398,30.6086956522,7.2215807642,1.5058036816
17,0.11,59.9081596609,11.4305458988,0.7273082188,42.6720647773,9.9907725133,0.6356976321
18,0.11,14.4791666667,2.7931432662,0.4416347276,16.725,8.437972209,1.3341605507
19,0.11,26.6571428571,19.251525251,0.8609543826,7.67,6.587343926,0.2945949762
20,0.11,18.75,12.6119982556,0.5640257086,6.922,5.6309782454,0.2518250027
21,0.11,19.8857142857,11.4494095739,0.5120331622,7.012,5.7148802262,0.2555772134
22,0.11,17.075,10.3383690687,0.4623459203,6.72,5.5997857102,0.2504300301
23,0.11,14.3111111111,7.0013755262,0.3131110323,6.076,4.6171662305,0.2064859511
24,0.11,20.4,15.255454398,0.6822446612,7.64,6.2291572464,0.2785763809
25,0.11,20.34,17.1954761493,0.7690050715,8.092,7.4840855153,0.3346984792
26,0.11,49.5856524428,22.0568715917,1.4512356049,26.7056277056,11.1863364947,0.7360069057
27,0.11,33.9048785466,18.3312034263,1.2560333625,18.4366197183,9.3095928027,0.6378827881
28,0.11,24.1050583658,16.9852491994,1.059510735,13.5914396887,9.1264572777,0.5692927636
29,0.11,25.4894179894,14.0969611913,1.2558571184,27.4841269841,13.1370880099,1.1703448189
30,0.11,23.1,12.5277913279,0.5602598603,6.984,5.6959410109,0.2547302259
31,0.11,23.1424375918,13.3227849365,0.8842642938,11.9603524229,7.404202632,0.4914341891
32,0.11,30.48,17.6796380053,0.790657448,6.87,5.6700176367,0.2535708974
33,0.11,38.7323943662,21.3499764031,1.4628762786,19.5305164319,10.7757882936,0.7383448478
34,0.11,25.1479289941,11.4121783451,0.8778598727,11.5621301775,6.2405420192,0.4800416938
35,0.11,24.3042071197,14.385140571,1.0022602351,13.3203883495,8.1278779426,0.5662960899
36,0.11,19.475,12.0845717756,0.5404384794,7.002,5.5686619578,0.2490381336
37,0.11,17.7765843179,11.1398864193,0.7957061728,12.5408163265,7.9483901173,0.5677421512
38,0.11,36.8257091326,24.3006032006,1.3563274078,16.230529595,10.0340449769,0.5600457775
39,0.11,34.974533107,23.3143498349,1.3241660897,16.2935483871,9.8760523485,0.5609220807
40,0.11,22.0575022462,9.0238367079,0.8764725019,16.1886792453,8.8638690044,0.860935065
41,0.11,31.4073741007,20.1543328065,1.2087765544,14.1330935252,8.7396548381,0.5241696643
42,0.11,39.5900321543,23.9878036467,1.3602235534,16.3922829582,9.5772609647,0.5430766456
43,0.11,46.8654545455,26.9030597664,1.6223155447,21.8727272727,11.9709565889,0.7218758434
44,0.11,18.3225443287,10.5451877829,0.7711405033,12.8609625668,8.2092894515,0.6003226998
45,0.11,29.0668662675,16.2941917644,1.2608824143,17.5149700599,9.6581424724,0.7473695028
46,0.11,23.5384615385,12.3700344171,0.9903953869,16.858974359,8.533830653,0.6832532737
47,0.11,27.8,20.4194984847,0.9131877336,7.958,6.3160300823,0.2824614522
48,0.11,29.3666666667,20.0925359276,0.8985655235,7.534,6.4996033725,0.2906710994
49,0.11,13.08,6.4894992103,0.2902192275,6.41,4.8733869126,0.2179444883
50,0.11,25.0117980179,12.7908797838,1.0018590255,12.6748466258,8.0663532296,0.631805546
51,0.11,18.975,11.5763498133,0.5177101023,7.426,5.8781395016,0.2628783901
52,0.11,16.225,8.7070014931,0.3893889444,6.264,5.2883176909,0.2365007569
53,0.11,14.9537037037,5.1648908404,0.4445230269,11.7925925926,6.0099871157,0.5172573336
54,0.11,19.8439241918,6.7931316551,0.5782697686,11.8405797101,6.4664646354,0.5504620252
55,0.11,46.2692511949,23.4583302375,1.4302796377,24.1710037175,11.9978520118,0.7315219479
56,0.11,18.0647406892,8.2092463727,0.6314804902,12.100591716,6.7145033966,0.5165002613
57,0.11,56.25,16.9532999421,1.1227597166,39.8552631579,11.4566734717,0.7587367359
